76693,31.786542,-96.420208,TX,,,WORTHAM,FREESTONE
76701,31.552452,-97.139608,TX,,,WACO,MCLENNAN
76702,31.515881,-97.197508,TX,,,WACO,MCLENNAN
76703,31.5517,-97.1384,TX,,,WACO,MCLENNAN
76704,31.575701,-97.126742,TX,,,WACO,MCLENNAN
76705,31.610787,-97.094575,TX,,,WACO,MCLENNAN
76706,31.517086,-97.119752,TX,,,WACO,MCLENNAN
76707,31.552709,-97.158824,TX,,,WACO,MCLENNAN
76708,31.576544,-97.178635,TX,,,WACO,MCLENNAN
76710,31.534981,-97.189891,TX,,,WACO,MCLENNAN
76711,31.519863,-97.150254,TX,,,WACO,MCLENNAN
76712,31.505074,-97.231062,TX,,,WOODWAY,MCLENNAN
76714,31.5283,-97.1917,TX,,,WACO,MCLENNAN
76715,31.6032,-97.0796,TX,,,WACO,MCLENNAN
76716,31.4535,-97.0983,TX,,,WACO,MCLENNAN
76795,31.4721,-97.2468,TX,,,WACO,MCLENNAN
76797,31.531802,-97.189301,TX,,,WACO,MCLENNAN
76798,31.5446,-97.1192,TX,,,WACO,MCLENNAN
76799,31.531247,-97.191697,TX,,,WACO,MCLENNAN
76801,31.704658,-98.975164,TX,,,BROWNWOOD,BROWN
76802,31.741944,-98.945278,TX,,,EARLY,BROWN
76803,31.60529,-99.01461,TX,,,BROWNWOOD,BROWN
76804,31.60511,-99.01471,TX,,,BROWNWOOD,BROWN
76820,30.775419,-99.093732,TX,,,ART,MASON
76821,31.746836,-99.958927,TX,,,BALLINGER,RUNNELS
76823,31.768388,-99.107657,TX,,,BANGS,BROWN
76824,31.11231,-98.482102,TX,,,BEND,SAN SABA
76825,31.128304,-99.3372,TX,,,BRADY,MCCULLOCH
76827,31.517602,-99.127729,TX,,,BROOKESMITH,BROWN
76828,31.998623,-99.255258,TX,,,BURKETT,COLEMAN
76831,30.697429,-98.931859,TX,,,CASTELL,LLANO
76832,30.980598,-98.66332,TX,,,CHEROKEE,SAN SABA
76834,31.828651,-99.427007,TX,,,COLEMAN,COLEMAN
76836,31.415743,-99.550605,TX,,,DOOLE,MCCULLOCH
76837,31.219219,-99.840658,TX,,,EDEN,CONCHO
76841,30.82903,-100.080928,TX,,,FORT MC KAVETT,MENARD
76842,30.921386,-99.12156,TX,,,FREDONIA,MASON
76844,31.445769,-98.574405,TX,,,GOLDTHWAITE,MILLS
76845,31.551075,-99.51363,TX,,,GOULDBUSK,COLEMAN
76848,30.881632,-99.554008,TX,,,HEXT,MENARD
76849,30.47544,-99.74731,TX,,,JUNCTION,KIMBLE
76852,31.317297,-99.38334,TX,,,LOHN,MCCULLOCH
76853,31.216712,-98.400553,TX,,,LOMETA,LAMPASAS
76854,30.617101,-99.625527,TX,,,LONDON,KIMBLE
76855,31.566111,-100.075556,TX,,,LOWAKE,CONCHO
76856,30.743392,-99.226117,TX,,,MASON,MASON
76857,31.957082,-98.965646,TX,,,MAY,BROWN
76858,31.185145,-99.5439,TX,,,MELVIN,MCCULLOCH
76859,30.911898,-99.784721,TX,,,MENARD,MENARD
76861,31.612052,-100.182292,TX,,,MILES,RUNNELS
76862,31.416745,-99.717137,TX,,,MILLERSVIEW,CONCHO
76864,31.574829,-98.663542,TX,,,MULLIN,MILLS
76865,31.879498,-100.131515,TX,,,NORTON,RUNNELS
76866,31.504808,-99.913936,TX,,,PAINT ROCK,CONCHO
76869,30.890617,-99.021224,TX,,,PONTOTOC,MASON
76870,31.687418,-98.501464,TX,,,PRIDDY,MILLS
76871,31.275317,-98.850731,TX,,,RICHLAND SPRINGS,SAN SABA
76872,31.300011,-99.157229,TX,,,ROCHELLE,MCCULLOCH
76873,31.503677,-99.374579,TX,,,ROCKWOOD,COLEMAN
76874,30.532203,-99.916501,TX,,,ROOSEVELT,KIMBLE
76875,31.64355,-100.019094,TX,,,ROWENA,RUNNELS
76877,31.162678,-98.730929,TX,,,SAN SABA,SAN SABA
76878,31.721477,-99.321197,TX,,,SANTA ANNA,COLEMAN
76880,31.479039,-98.415752,TX,,,STAR,MILLS
76882,31.803424,-99.674679,TX,,,TALPA,COLEMAN
76883,30.367365,-99.928369,TX,,,TELEGRAPH,EDWARDS
76884,31.77314,-99.563962,TX,,,VALERA,COLEMAN
76885,30.836862,-98.832541,TX,,,VALLEY SPRING,LLANO
76886,31.476389,-100.259167,TX,,,VERIBEST,TOM GREEN
76887,30.995874,-99.168203,TX,,,VOCA,MCCULLOCH
76888,31.639194,-99.538536,TX,,,VOSS,COLEMAN
76890,31.669429,-98.818199,TX,,,ZEPHYR,BROWN
76901,31.478165,-100.481752,TX,,,SAN ANGELO,TOM GREEN
76902,31.5571,-100.5506,TX,,,SAN ANGELO,TOM GREEN
76903,31.470735,-100.438586,TX,,,SAN ANGELO,TOM GREEN
76904,31.419411,-100.480036,TX,,,SAN ANGELO,TOM GREEN
76905,31.464738,-100.390005,TX,,,SAN ANGELO,TOM GREEN
76906,31.4636,-100.4366,TX,,,SAN ANGELO,TOM GREEN
76908,31.4322,-100.4114,TX,,,GOODFELLOW AFB,TOM GREEN
76909,31.4432,-100.4661,TX,,,SAN ANGELO,TOM GREEN
76930,31.159647,-101.191752,TX,,,BARNHART,IRION
76932,31.240592,-101.478776,TX,,,BIG LAKE,REAGAN
76933,31.878939,-100.298765,TX,,,BRONTE,COKE
76934,31.597995,-100.627501,TX,,,CARLSBAD,TOM GREEN
76935,31.23461,-100.52031,TX,,,CHRISTOVAL,TOM GREEN
76936,30.86667,-100.58894,TX,,,ELDORADO,SCHLEICHER
76937,31.429812,-100.072892,TX,,,EOLA,CONCHO
76939,31.266389,-100.622778,TX,,,KNICKERBOCKER,TOM GREEN
76940,31.48632,-100.183391,TX,,,MERETA,TOM GREEN
76941,31.282884,-100.822101,TX,,,MERTZON,IRION
76943,30.716369,-101.238802,TX,,,OZONA,CROCKETT
76945,31.895091,-100.510366,TX,,,ROBERT LEE,COKE
76949,32.048371,-100.692229,TX,,,SILVER,COKE
76950,30.555752,-100.630667,TX,,,SONORA,SUTTON
76951,31.835063,-101.001729,TX,,,STERLING CITY,STERLING
76953,31.741667,-100.285833,TX,,,TENNYSON,COKE
76955,31.340417,-100.180367,TX,,,VANCOURT,TOM GREEN
76957,31.369445,-100.322132,TX,,,WALL,TOM GREEN
76958,31.6675,-100.716667,TX,,,WATER VALLEY,TOM GREEN
77001,29.76547,-95.36582,TX,,,HOUSTON,HARRIS
77002,29.759366,-95.359361,TX,,,HOUSTON,HARRIS
77003,29.748903,-95.339108,TX,,,HOUSTON,HARRIS
77004,29.724687,-95.362546,TX,,,HOUSTON,HARRIS
77005,29.717856,-95.426261,TX,,,HOUSTON,HARRIS
77006,29.740899,-95.392255,TX,,,HOUSTON,HARRIS
77007,29.773603,-95.403421,TX,,,HOUSTON,HARRIS
77008,29.799096,-95.411797,TX,,,HOUSTON,HARRIS
77009,29.793558,-95.367481,TX,,,HOUSTON,HARRIS
77010,29.75125,-95.356549,TX,,,HOUSTON,HARRIS
77011,29.741992,-95.307262,TX,,,HOUSTON,HARRIS
77012,29.71491,-95.281925,TX,,,HOUSTON,HARRIS
77013,29.784169,-95.230134,TX,,,HOUSTON,HARRIS
77014,29.979637,-95.462497,TX,,,HOUSTON,HARRIS
77015,29.785287,-95.185189,TX,,,HOUSTON,HARRIS
77016,29.857855,-95.303199,TX,,,HOUSTON,HARRIS
77017,29.686301,-95.255485,TX,,,HOUSTON,HARRIS
77018,29.827166,-95.426631,TX,,,HOUSTON,HARRIS
77019,29.751651,-95.40539,TX,,,HOUSTON,HARRIS
77020,29.775759,-95.312101,TX,,,HOUSTON,HARRIS
77021,29.69538,-95.356151,TX,,,HOUSTON,HARRIS
77022,29.829862,-95.376862,TX,,,HOUSTON,HARRIS
77023,29.724179,-95.317777,TX,,,HOUSTON,HARRIS
77024,29.76958,-95.520063,TX,,,HOUSTON,HARRIS
77025,29.688897,-95.434107,TX,,,HOUSTON,HARRIS
77026,29.797168,-95.328775,TX,,,HOUSTON,HARRIS
77027,29.739571,-95.446032,TX,,,HOUSTON,HARRIS
77028,29.829657,-95.287886,TX,,,HOUSTON,HARRIS
77029,29.760326,-95.254861,TX,,,HOUSTON,HARRIS
77030,29.70372,-95.40619,TX,,,HOUSTON,HARRIS
77031,29.658144,-95.541281,TX,,,HOUSTON,HARRIS
77032,29.93676,-95.329883,TX,,,HOUSTON,HARRIS
77033,29.668566,-95.338157,TX,,,HOUSTON,HARRIS
77034,29.636395,-95.221615,TX,,,HOUSTON,HARRIS
77035,29.651833,-95.485368,TX,,,HOUSTON,HARRIS
77036,29.698447,-95.540464,TX,,,HOUSTON,HARRIS
77037,29.889161,-95.393515,TX,,,HOUSTON,HARRIS
77038,29.91956,-95.438601,TX,,,HOUSTON,HARRIS
77039,29.906731,-95.33338,TX,,,HOUSTON,HARRIS
77040,29.879613,-95.529969,TX,,,HOUSTON,HARRIS
77041,29.860187,-95.581663,TX,,,HOUSTON,HARRIS
77042,29.740446,-95.558895,TX,,,HOUSTON,HARRIS
77043,29.805181,-95.560734,TX,,,HOUSTON,HARRIS
77044,29.863485,-95.19757,TX,,,HOUSTON,HARRIS
77045,29.629717,-95.438166,TX,,,HOUSTON,HARRIS
77046,29.73279,-95.431845,TX,,,HOUSTON,HARRIS
77047,29.625443,-95.374993,TX,,,HOUSTON,HARRIS
77048,29.632097,-95.341606,TX,,,HOUSTON,HARRIS
77049,29.823471,-95.184815,TX,,,HOUSTON,HARRIS
77050,29.901456,-95.284837,TX,,,HOUSTON,HARRIS
77051,29.65792,-95.368763,TX,,,HOUSTON,HARRIS
77052,29.7577,-95.361,TX,,,HOUSTON,HARRIS
77053,29.596156,-95.458709,TX,,,HOUSTON,FORT BEND
