4503,-27.2167,152.9833,QLD,DAKABIN
4504,-27.2,152.95,QLD,NARANGBA
4505,-27.15,152.9833,QLD,BURPENGARY
4506,-27.1333,152.8667,QLD,MOORINA
4507,-27.0333,153.1333,QLD,BANKSIA BEACH
4508,-27.15,153.0833,QLD,DECEPTION BAY
4509,-27.2333,153.0333,QLD,MANGO HILL
4510,-27.1167,153.05,QLD,BEACHMERE
4511,-27.0833,153.1,QLD,GODWIN BEACH
4512,-27,152.8333,QLD,BRACALBA
4514,-26.85,152.7167,QLD,BELLTHORPE
4515,-26.9667,152.6,QLD,GLENFERN
4516,-27,152.9333,QLD,ELIMBAH
4517,-26.95,152.9667,QLD,BEERBURRUM
4518,-26.8833,152.95,QLD,GLASS HOUSE MOUNTAINS
4519,-26.9,152.8833,QLD,BEERWAH
4520,-17.85,140.7,QLD,ARMSTRONG CREEK
4521,-27.0667,152.8,QLD,CAMPBELLS POCKET
4550,-19.25,140.1667,QLD,LANDSBOROUGH
4551,-23.7167,149.7667,QLD,AROONA
4552,-26.7833,152.9167,QLD,BALD KNOB
4553,-26.75,152.9167,QLD,DIAMOND VALLEY
4554,-26.7167,152.95,QLD,EUDLO
4555,-26.6833,152.9833,QLD,CHEVALLUM
4556,-26.6833,153.05,QLD,BUDERIM
4557,-26.6667,153.1167,QLD,MOOLOOLABA
4558,-26.65,153.1,QLD,COTTON TREE
4559,-26.6333,153.0167,QLD,DIDDILLIBAH
4560,-26.6167,153.0333,QLD,BLI BLI
4561,-26.5333,152.9333,QLD,BRIDGES
4562,-26.5167,152.8167,QLD,BELLI PARK
4563,-23.25,147.5667,QLD,BLACK MOUNTAIN
4564,-26.5833,153.0833,QLD,MARCOOLA
4565,-26.2833,152.9833,QLD,BOREEN POINT
4566,-26.3833,153.05,QLD,NOOSAVILLE
4567,-26.4167,153.1,QLD,CASTAWAYS BEACH
4568,-26.3833,152.8,QLD,FEDERAL
4569,-26.3333,152.8167,QLD,COORAN
4570,-26.3333,152.6667,QLD,AMAMOOR
4571,-26.2666,152.8833,QLD,KIN KIN
4572,-26.6667,153.1167,QLD,ALEXANDRA HEADLAND
4573,-26.5167,153.0833,QLD,COOLUM BEACH
4574,-26.5833,152.7833,QLD,COOLABINE
4575,-26.7333,153.1167,QLD,BIRTINYA
4580,-25.9667,153.1,QLD,COOLOOLA
4581,-25.5,153.1167,QLD,EURONG
4600,-26.1833,152.2667,QLD,BLACK SNAKE
4601,-26.3167,152.1167,QLD,BARAMBAH
4605,-26.2,151.8833,QLD,BARLIL
4606,-16.05,144.2833,QLD,CHELMSFORD
4608,-26.4167,151.9333,QLD,CHARLESTOWN
4610,-21.35,144.8999,QLD,ALICE CREEK
4611,-26.15,151.75,QLD,MARSHLANDS
4612,-26.1667,151.6833,QLD,HIVESVILLE
4613,-26.1,151.6333,QLD,ABBEYWOOD
4614,-26.8833,151.8,QLD,NEUMGNA
4615,-26.6333,151.9333,QLD,BARKER CREEK FLAT
4620,-25.6,152.3167,QLD,ARAMARA
4621,-25.5,152.0333,QLD,BIGGENDEN
4625,-25.7833,151.5833,QLD,ARANBANGA
4626,-25.95,151.2667,QLD,BEERON
4627,-25.1333,151.1167,QLD,ABERCORN
4630,-24.7833,151.2833,QLD,BANCROFT
4650,-25.45,152.65,QLD,ALDERSHOT
