A1E 2S6.47.54819.-52.727265.NL
A1E 2S7.47.548575.-52.72806.NL
A1E 2S8.47.548975.-52.72883.NL
A1E 2S9.47.54933.-52.729175.NL
A1E 2T1.47.54934.-52.729045.NL
A1E 2T2.47.54899.-52.72748.NL
A1E 2T3.47.54892.-52.727565.NL
A1E 2T4.47.54892.-52.72796.NL
A1E 2T5.47.547715.-52.727625.NL
A1E 2T6.47.54778.-52.72753.NL
A1E 2T7.47.54786.-52.72779.NL
A1E 2T8.47.54796.-52.728495.NL
A1E 2T9.47.547155.-52.72909.NL
A1E 2V1.47.547225.-52.72901.NL
A1E 2V2.47.546745.-52.729745.NL
A1E 2V3.47.54683.-52.729695.NL
A1E 2V4.47.54714.-52.73036.NL
A1E 2V5.47.546245.-52.72937.NL
A1E 2V6.47.546465.-52.729925.NL
A1E 2V7.47.546565.-52.73097.NL
A1E 2V8.47.54665.-52.730945.NL
A1E 2V9.47.54669.-52.731505.NL
A1E 2W1.47.54689.-52.73199.NL
A1E 2W2.47.54604.-52.732415.NL
A1E 2W3.47.546105.-52.73232.NL
A1E 2W4.47.54645.-52.732915.NL
A1E 2W5.47.54505.-52.731175.NL
A1E 2W6.47.54496.-52.7312.NL
A1E 2W7.47.545065.-52.732065.NL
A1E 2W8.47.54526.-52.73275.NL
A1E 2W9.47.542485.-52.736895.NL
A1E 2X1.47.54242.-52.73699.NL
A1E 2X2.47.543485.-52.73145.NL
A1E 2X3.47.54334.-52.732955.NL
A1E 2X4.47.54338.-52.732845.NL
A1E 2X5.47.540155.-52.737055.NL
A1E 2X6.47.54029.-52.73789.NL
A1E 2X7.47.539355.-52.73788.NL
A1E 2X8.47.539445.-52.73785.NL
A1E 2X9.47.538955.-52.742505.NL
A1E 2Y1.47.537245.-52.747035.NL
A1E 2Y2.47.53713.-52.7468.NL
A1E 2Y3.47.536665.-52.745885.NL
A1E 2Y4.47.54773.-52.731265.NL
A1E 2Y5.47.54807.-52.73204.NL
A1E 2Y6.47.548155.-52.73198.NL
A1E 2Y7.47.54816.-52.73259.NL
A1E 2Y8.47.54825.-52.732595.NL
A1E 2Y9.47.54819.-52.73326.NL
A1E 2Z1.47.54909.-52.731135.NL
A1E 2Z2.47.54917.-52.731185.NL
A1E 2Z3.47.54896.-52.73168.NL
A1E 2Z4.47.549045.-52.731725.NL
A1E 2Z5.47.54903.-52.73345.NL
A1E 2Z6.47.54902.-52.73236.NL
A1E 2Z7.47.54899.-52.73598.NL
A1E 2Z8.47.54929.-52.73521.NL
A1E 2Z9.47.54907.-52.73605.NL
A1E 3A1.47.54616.-52.7344.NL
A1E 3A2.47.54621.-52.73429.NL
A1E 3A3.47.546915.-52.73418.NL
A1E 3A4.47.547255.-52.73419.NL
A1E 3A5.47.546855.-52.734765.NL
A1E 3A6.47.5468.-52.73486.NL
A1E 3A7.47.549395.-52.73568.NL
A1E 3A8.47.54944.-52.735565.NL
A1E 3A9.47.550045.-52.73621.NL
A1E 3B1.47.550715.-52.736605.NL
A1E 3B2.47.550665.-52.73672.NL
A1E 3B3.47.5509.-52.73676.NL
A1E 3B4.47.551095.-52.73707.NL
A1E 3B5.47.548085.-52.73451.NL
A1E 3B6.47.548125.-52.7344.NL
A1E 3B7.47.54898.-52.73532.NL
A1E 3B8.47.54773.-52.735445.NL
A1E 3B9.47.54777.-52.735325.NL
A1E 3C1.47.54858.-52.73596.NL
